Customer;XDC;Size;Coating;Amount;Fitting;Date_Order;Date_Delivery_Ought;Date_Delivery_Is;Delivery_Comment;General_Comment;Division_Tag;Machine;Machine_Comment;Machine_Type;Training_Kits;Dummy_Sets;Channels;Delivery_Time;Locality_Country;Locality_City;Sci_Ltd;Sci_Inc;Contract_Manufacturing;Replacement_Delivery;Replacement_for_ID;PO;PO_Inc;OC_AG;OC_Inc;Date_Order_Month;Date_Delivery_Month;Date_Order_Year;Date_Delivery_Year
Luminex Operation;PDC;80;T1;5.0;S5/S11;2020-08-31;2021-01-29;2021-04-14;January;;;1.0;SX_2;SX;;1;4;226.0;USA;Northbrook;;1.0;;;;100440;;25360.0;;2020-08;2021-04;2020;2021.0
Luminex Operation;PDC;80;T1;5.0;S5/S11;2020-08-31;2021-01-29;2021-04-29;January;;;1.0;SX_3;SX;;1;4;241.0;USA;Northbrook;;1.0;;;;100440;;25361.0;;2020-08;2021-04;2020;2021.0
Antech Diagnostics;PDC;90;T3;10.0;S5/S11;2020-11-23;;2021-05-17;Part 2;;;;;;;;;175.0;USA;Fountain Valley;;1.0;;;;522622;100512;25613.0;201668.0;2020-11;2021-05;2020;2021.0
AMDI Lantana;PDC;70;T1;5.0;S5/S11;2021-04-05;2021-07-23;2021-07-30;Dummy-Kit @ 2021-07-05;;;1.0;;SX;;1;8;116.0;USA;Santa Monica;;1.0;;;;POAM2287;100593;25983;;2021-04;2021-07;2021;2021.0
AMDI Lantana;PDC;70;T2;6.0;S5/S11;2021-04-05;2021-07-23;2021-09-10;Part 1;;;1.0;;SX;;;8;158.0;USA;Santa Monica;;1.0;;;;POAM2287;100593;25983;;2021-04;2021-09;2021;2021.0
RayBiotech Inc;PDC;70;T4;2.0;S5/S11;2021-03-24;2021-06-16;2021-09-22;;;;;;;;;;182.0;USA;Peachtree Corners;;;;;;Raybio20210324;;25949;;2021-03;2021-09;2021;2021.0
Inside Biometrics Int Ltd;PDC;70;T4;2.0;S5/S11;2021-04-06;2021-06-29;2021-06-16;;;;;;;;;;71.0;Scottland;Dingwall;;;;;;707;;25963.0;;2021-04;2021-06;2021;2021.0
Abcam Plc (UK);PDC-C;CM;;2.0;S5/S11;2021-04-01;2021-06-24;2021-06-09;Dummy-Kit sent @ KW15;;Cambridge Biomedical Campus;1.0;;CO F1.4 BSC;;1;1;69.0;UK;Cambridge;;;;;;UKD110009627PO;;25956.0;;2021-04;2021-06;2021;2021.0
Phadia AB (Thermo Fisher Scientific);PDC;60;T4;4.0;S5/S11;2021-02-01;;2021-05-06;;Januar21 Call off;;;;;;;;94.0;Sweden;Uppsala;;;;;;PR202059891;;24941.0;;2021-02;2021-05;2021;2021.0
Phadia AB (Thermo Fisher Scientific);PDC;60;T4;4.0;S5/S11;2021-03-01;;2021-05-06;;Februar21 Call off;;;;;;;;66.0;Sweden;Uppsala;;;;;;PR202059891;;24941.0;;2021-03;2021-05;2021;2021.0
ADC;PDC;80;T2;1.0;S3;2021-04-07;2021-04-09;2021-04-09;RECOND zurück;;;;;;;;;2.0;UK;Witney;;;;1.0;116060;0A84702;;25330.0;;2021-04;2021-04;2021;2021.0
ADC;PDC;80;T2;1.0;S3;2021-04-07;2021-04-09;2021-04-09;;;;;;;;;;2.0;UK;Witney;;;;1.0;115806;0A84702;;25330.0;;2021-04;2021-04;2021;2021.0
ADC;PDC;80;T2;1.0;S3;2021-04-07;2021-04-09;2021-04-09;RECOND zurück;;;;;;;;;2.0;UK;Witney;;;;1.0;104270;0A84702;;25330.0;;2021-04;2021-04;2021;2021.0
Uni Stanford;PDC;70;T1;2.0;S5/S11;2021-04-01;2021-08-13;2021-09-07;;;;;;;;;;159.0;USA;Stanford;;1.0;;;;62567331;100592;25969.0;;2021-04;2021-09;2021;2021.0
University of Rochester;PDC;70;T4;2.0;S5/S11;2021-04-06;2021-06-29;2022-05-16;;;School of Medicine & Dentistry;;;;;;;405.0;USA;Rochester;;1.0;;;;PUR00076942;100594;25974.0;;2021-04;2022-05;2021;2022.0
MSKCC;PDC;70;T4;1.0;S5/S11;2020-11-03;2021-01-25;2021-04-02;Part 2;von SCN INC geliefert;Memorial Sloan Kettering Cancer Center;;;;;;;150.0;USA;New York;;1.0;;;;C21582034;100490;25555.0;;2020-11;2021-04;2020;2021.0
Scienion Inc;PDC;70;T4;2.0;S5/S11;2020-11-03;;2021-06-11;;Inc an MSKCC / ersetzen;Memorial Sloan Kettering Cancer Center;;;;;;;220.0;USA;Tempe;;1.0;;;;C21582034;100490;25555.0;;2020-11;2021-06;2020;2021.0
Genomica S.A.U.;PDC;70;T1;1.0;S5/S11;2021-04-09;2021-04-14;2021-04-13;;;;;;;;;;4.0;Spain;Madrid;;;;1.0;114589;C-PED014250;;25642.0;;2021-04;2021-04;2021;2021.0
Genomica S.A.U.;PDC;70;T1;1.0;S5/S11;2021-04-09;2021-04-14;2021-04-13;;;;;;;;;;4.0;Spain;Madrid;;;;1.0;115642;C-PED014424;;25867.0;;2021-04;2021-04;2021;2021.0
Merck Sharp & Dohme Corp;PDC;80;T2;1.0;S5/S11;2021-09-02;2022-06-24;2021-09-23;;;;;;;;;;21.0;USA;Cambridge;;;;;;DR6401281;100595;25977;;2021-09;2021-09;2021;2021.0
Merck Sharp & Dohme Corp;PDC-C;CL;;2.0;S5/S11;2021-08-04;2022-06-10;2021-09-24;;;;;;;;;;51.0;USA;Cambridge;;;;;;DR6401281;100595;25977;;2021-08;2021-09;2021;2021.0
GenMark Diagnostics Inc;PDC;80;T1;5.0;S5/S11;2021-04-09;2021-07-15;2021-06-22;Part 1;JULY Call off;;;;;;;;74.0;USA;Carlsbad;;1.0;;;;54877;100596;25973;201776.0;2021-04;2021-06;2021;2021.0
GenMark Diagnostics Inc;PDC;80;T1;10.0;S5/S11;2021-08-01;2021-08-13;2021-08-26;Part 3;AUGUST Call off;;;;;;;;25.0;USA;Carlsbad;;1.0;;;;54877;100596;25973;201776.0;2021-08;2021-08;2021;2021.0
GenMark Diagnostics Inc;PDC;80;T1;10.0;S5/S11;2021-09-01;2021-10-15;2021-10-28;Part 5;OCTOBER Call off;;;;;;;;57.0;USA;Carlsbad;;1.0;;;;54877;100596;25973;201776.0;2021-09;2021-10;2021;2021.0
GenMark Diagnostics Inc;PDC;80;T1;10.0;S5/S11;2021-10-01;2021-11-15;2021-11-10;Part 6;NOVEMBER Call off;;;;;;;;40.0;USA;Carlsbad;;1.0;;;;54877;100596;25973;201776.0;2021-10;2021-11;2021;2021.0
GenMark Diagnostics Inc;PDC;80;T1;10.0;S5/S11;2021-11-01;2021-12-15;2021-11-29;Part 7;DECEMBER Call off;;;;;;;;28.0;USA;Carlsbad;;1.0;;;;54877;100596;25973;201776.0;2021-11;2021-11;2021;2021.0
GenMark Diagnostics Inc;PDC;80;T1;10.0;S5/S11;2021-12-01;2021-09-15;2021-10-11;Part 4;SEPTEMBER Call off;;;;;;;;51.0;USA;Carlsbad;;1.0;;;;54877;100596;25973;201776.0;2021-12;2021-10;2021;2021.0
Genomica S.A.U.;PDC;70;T1;1.0;S5/S11;2021-04-13;;2021-04-21;;;;;;;;;;8.0;Spain;Madrid;;;;1.0;114278;C-PED014424;;25867.0;;2021-04;2021-04;2021;2021.0
Genomica S.A.U.;PDC;70;T1;1.0;S5/S11;2021-04-13;;2021-04-21;;;;;;;;;;8.0;Spain;Madrid;;;;1.0;97648;C-PED-EQP01/2020;;24942.0;;2021-04;2021-04;2021;2021.0
MSKCC;PDC;70;T1;2.0;S5/S11;2020-12-02;2021-04-16;2021-04-13;Part 2;;Memorial Sloan Kettering Cancer Center;;;;;;;132.0;USA;New York;;1.0;;;;C21605822;100518;25692.0;201673.0;2020-12;2021-04;2020;2021.0
Randox Teoranta;PDC;80;;10.0;S5/S11;2021-02-05;2021-04-30;2021-04-23;Part 2;;;;;;;;;77.0;Ireland;Dungloe;;;;;;522889;;25791.0;;2021-02;2021-04;2021;2021.0
Randox Teoranta;PDC;80;;10.0;S5/S11;2021-02-05;2021-04-30;2021-04-30;Part 3;;;;;;;;;84.0;Ireland;Dungloe;;;;;;522889;;25791.0;;2021-02;2021-04;2021;2021.0
Randox Teoranta;PDC;80;;10.0;S5/S11;2021-02-05;2021-04-30;2021-05-05;Part 4;;;;;;;;;89.0;Ireland;Dungloe;;;;;;522889;;25791.0;;2021-02;2021-05;2021;2021.0
CellInk AB;PDC;70;T2;4.0;S5/S11;2021-04-13;2021-07-06;2021-05-11;Dummy-Kit sent to Wolfgang @ 2021-05-06;;;1.0;;S3;;1;4;28.0;Sweden;Göteborg;;;;;;PO3191;;25996.0;;2021-04;2021-05;2021;2021.0
Invitae Corporation;PDC;80;T1;6.0;S5/S11;2021-01-06;;2021-04-28;Part 2;;;;;;;;;112.0;USA;San Francisco;;1.0;;;;14246;;25714.0;201688.0;2021-01;2021-04;2021;2021.0
Scienion Inc;PDC;Dummy;;1.0;;2021-04-13;;2021-04-14;Osamah;;;;;;;;;1.0;USA;Tempe;;;;;;;;;;2021-04;2021-04;2021;2021.0
Scienion Inc;PDC;Dummy;;1.0;;2021-04-14;;2021-09-13;Dummy-Kit @ 2021-09-13;;;1.0;;SX;;1;4;152.0;USA;Phoenix;;;;;;20210414SX;100601;26003.0;;2021-04;2021-09;2021;2021.0
Abcam Plc (USA);PDC-C;CM;;2.0;S5/S11;2021-04-13;2021-07-06;2021-11-09;Dummy-Kit @ 2021-07-08;;;1.0;CO BSC;CO F1.4;;1;1;210.0;USA;Waltham;;;;;;BOS100001823PO;100600;26002;201780.0;2021-04;2021-11;2021;2021.0
Gener8 Inc;PDC;70;;1.0;S5/S11;2021-04-13;2021-07-06;2021-09-01;;;;;;;;;;141.0;USA;Sunnyvale;;1.0;;;;P47986;100599;25997;;2021-04;2021-09;2021;2021.0
K&K Constultant Group Inc;PDC;80;T2;6.0;S5/S11;2021-04-12;2021-07-05;2021-06-09;Dummy-Set sent @ 2021-05-20;;;1.0;;S3;;1;2;58.0;USA;Torrance;;1.0;;;;15321;100597;26142.0;201777.0;2021-04;2021-06;2021;2021.0
Genomica S.A.U.;PDC;70;T1;1.0;S5/S11;2021-04-06;;2021-04-15;112068 reconditioned back!;Test production runs by Mirko;;;;;;;;9.0;Spain;Madrid;;;;1.0;112068;C-PED014250;;25642.0;;2021-04;2021-04;2021;2021.0
Genomica S.A.U.;PDC;70;T1;1.0;S5/S11;2021-04-06;;2021-04-15;;Test production runs by Mirko;;;;;;;;9.0;Spain;Madrid;;;;1.0;114749;C-PED014424;;25867.0;;2021-04;2021-04;2021;2021.0
Imperial College;PDC-C;CM;;2.0;S5/S11;2021-02-23;;2021-07-06;Order erhalten am 2021-04-15;;Department of Bioengineering;;;;;;;133.0;UK;London;;;;;;WR / 4278696;;25987.0;;2021-02;2021-07;2021;2021.0
Zhongke Scientific & Technical Co. Ltd;NDC;NM;T2;10.0;LEE;2021-03-19;2021-06-11;2021-07-01;;;Zheda Dixun;1.0;NANO;S12;;1;8;104.0;China;Guangzhou;;;;;;20210319-ZHONGKE;;25982;;2021-03;2021-07;2021;2021.0
Universitaetsklinikum Jena;PDC-C;CL;;1.0;S5/S11;2021-04-15;2021-08-08;2022-05-27;;;;;;;;;;407.0;Germany;Jena;;;;;;0045472233-040;;25989.0;;2021-04;2022-05;2021;2022.0
Immunodiagnostika;PDC;80;T2;3.0;S5/S11;2021-04-15;2021-07-08;2021-07-12;;;;;;;;;;88.0;Lithuania;Vilnius;;;;;;20210401-tk-LT-1.0;;26004;;2021-04;2021-07;2021;2021.0
Duke University Healthsystems Inc;PDC;70;T3;2.0;S5/S11;2021-04-15;2021-07-08;2021-09-30;;;;;;;;;;168.0;USA;Durham;;1.0;;;;4551002820;100602;26008.0;;2021-04;2021-09;2021;2021.0
Cellenion SASU;PDC-C;CS;;5.0;S5/S11;2021-04-14;2021-07-07;;Part 2;;;;;;;;;;France;Lyon;;;;;;499;;25991.0;;2021-04;;2021;
Cellenion SASU;PDC-C;CM;;5.0;S5/S11;2021-04-14;2021-07-07;;Part 2;;;;;;;;;;France;Lyon;;;;;;499;;25991.0;;2021-04;;2021;
Cellenion SASU;PDC-C;CL;;5.0;S5/S11;2021-04-14;2021-07-07;;Part 2;;;;;;;;;;France;Lyon;;;;;;499;;25991.0;;2021-04;;2021;
Cellenion SASU;PDC-C;CM;T3;2.0;S5/S11;2021-04-14;2021-07-07;2022-07-07;;;;;;;;;;;France;Lyon;;;;;;499;;25991.0;;2021-04;;2021;
Cellenion SASU;PDC-C;CL;T3;2.0;S5/S11;2021-04-14;2021-07-07;;;;;;;;;;;;France;Lyon;;;;;;499;;25991.0;;2021-04;;2021;
Dr. Fooke - Achterrath Laboratorien GmbH;PDC;70;T3;2.0;S5/S11;2021-04-15;2021-07-08;2021-08-02;;;;;;;;;;109.0;Germany;Neuss;;;;;;B210361;;25993;;2021-04;2021-08;2021;2021.0
Randox Teoranta;PDC;80;;1.0;S5/S11;2021-04-19;2021-04-23;2021-04-21;;;;;;;;;;2.0;Ireland;Dungloe;;;;1.0;101413;522420;;25616.0;;2021-04;2021-04;2021;2021.0
Future Diagnostics Solutions BV;PDC;80;T3;3.0;S5/S11;2021-04-13;2021-07-06;2021-09-20;;;;;;;;;;160.0;Netherlands;Wijchen;;;;;;#456;;25994.0;;2021-04;2021-09;2021;2021.0
Future Diagnostics Solutions BV;PDC;100;T4;1.0;S5/S11;2021-04-13;2021-07-06;2021-09-20;;;;;;;;;;160.0;Netherlands;Wijchen;;;;;;#456;;25994.0;;2021-04;2021-09;2021;2021.0
Scienion Inc;PDC;80;T2;2.0;S5/S11;2021-04-19;2021-10-22;2021-10-21;Dummy-Kit @ 2021-09-13;;;1.0;;S3-2;;1;4;185.0;USA;Phoenix;;;;;;S3 Pheonix 2;100603;26011.0;201903.0;2021-04;2021-10;2021;2021.0
Scienion Inc;PDC;80;;2.0;S5/S11;2021-04-19;2021-10-22;2021-10-21;;;;1.0;;S3-2;;;4;185.0;USA;Phoenix;;;;;;S3 Pheonix 2;100603;26011.0;201903.0;2021-04;2021-10;2021;2021.0
Genome Sciences Centre;PDC;70;T4;1.0;S5/S11;2021-01-11;;2021-07-12;;;;;;;;;;182.0;Canada;Vancouver;;1.0;;;;300256846;100530;25717.0;201690.0;2021-01;2021-07;2021;2021.0
Northwestern University;PDC;70;T2;1.0;S5/S11;2021-01-14;2021-07-09;2021-07-07;;;;;;;;;;174.0;USA;Evanston;;1.0;;;;PUR1644248;100532;25726.0;;2021-01;2021-07;2021;2021.0
Northwestern University;PDC;70;T3;1.0;S5/S11;2021-01-14;2021-07-09;2021-07-07;;;;;;;;;;174.0;USA;Evanston;;1.0;;;;PUR1644248;100532;25726.0;;2021-01;2021-07;2021;2021.0
NanoView Biosciences;PDC;70;;4.0;S5/S11;2021-02-09;2021-05-04;2021-06-22;;;;;;;;;;133.0;USA;Boston;;1.0;;;;NVR2021-89;;25811.0;201713.0;2021-02;2021-06;2021;2021.0
IMEC vzw;PDC;60;;1.0;S5/S11;2021-04-21;2021-07-30;2021-08-12;;;;;;;;;;113.0;Belgium;Leuven;;;;;;12104726;;26009.0;;2021-04;2021-08;2021;2021.0
IMEC vzw;PDC;60;T4;1.0;S5/S11;2021-04-21;2021-07-30;2021-08-12;;;;;;;;;;113.0;Belgium;Leuven;;;;;;12104726;;26009.0;;2021-04;2021-08;2021;2021.0
IMEC vzw;PDC;80;;1.0;S5/S11;2021-04-21;2021-07-30;2021-08-12;;;;;;;;;;113.0;Belgium;Leuven;;;;;;12104726;;26009.0;;2021-04;2021-08;2021;2021.0
IMEC vzw;PDC;80;T4;1.0;S5/S11;2021-04-21;2021-07-30;2021-08-12;;;;;;;;;;113.0;Belgium;Leuven;;;;;;12104726;;26009.0;;2021-04;2021-08;2021;2021.0
Automobi Molecular Diagnostice Co. Ltd;PDC;70;T1;1.0;S5/S11;2021-04-22;2021-04-30;2021-05-05;;;;;;;;;;13.0;China;Zhengzhou;;;;1.0;88378;20191020;;24654.0;;2021-04;2021-05;2021;2021.0
Automobi Molecular Diagnostice Co. Ltd;PDC;70;T1;1.0;S5/S11;2021-04-22;2021-04-30;2021-05-05;;;;;;;;;;13.0;China;Zhengzhou;;;;1.0;88435;20191020;;24654.0;;2021-04;2021-05;2021;2021.0
Automobi Molecular Diagnostice Co. Ltd;PDC;70;T1;1.0;S5/S11;2021-04-22;2021-04-30;2021-05-05;;;;;;;;;;13.0;China;Zhengzhou;;;;1.0;88570;20191020;;24654.0;;2021-04;2021-05;2021;2021.0
Automobi Molecular Diagnostice Co. Ltd;PDC;70;T1;1.0;S5/S11;2021-04-22;2021-04-30;2021-05-05;;;;;;;;;;13.0;China;Zhengzhou;;;;1.0;88770;20191020;;24654.0;;2021-04;2021-05;2021;2021.0
Automobi Molecular Diagnostice Co. Ltd;PDC;70;T1;1.0;S5/S11;2021-04-22;2021-04-30;2021-05-05;;;;;;;;;;13.0;China;Zhengzhou;;;;1.0;90125;20191020;;24654.0;;2021-04;2021-05;2021;2021.0
Automobi Molecular Diagnostice Co. Ltd;PDC;70;T1;1.0;S5/S11;2021-04-22;2021-04-30;2021-05-05;;;;;;;;;;13.0;China;Zhengzhou;;;;1.0;95895;20191020;;24654.0;;2021-04;2021-05;2021;2021.0
Automobi Molecular Diagnostice Co. Ltd;PDC;70;T1;1.0;S5/S11;2021-04-22;2021-04-30;2021-05-05;;;;;;;;;;13.0;China;Zhengzhou;;;;1.0;95902;20191020;;24654.0;;2021-04;2021-05;2021;2021.0
Automobi Molecular Diagnostice Co. Ltd;PDC;70;T1;1.0;S5/S11;2021-04-22;2021-04-30;2021-05-05;;;;;;;;;;13.0;China;Zhengzhou;;;;1.0;98999;20191020;;24654.0;;2021-04;2021-05;2021;2021.0
Automobi Molecular Diagnostice Co. Ltd;PDC;70;T1;1.0;S5/S11;2021-04-22;2021-04-30;2021-05-05;;;;;;;;;;13.0;China;Zhengzhou;;;;1.0;99074;20191020;;24654.0;;2021-04;2021-05;2021;2021.0
Automobi Molecular Diagnostice Co. Ltd;PDC;70;T1;1.0;S5/S11;2021-04-22;2021-04-30;2021-05-05;;;;;;;;;;13.0;China;Zhengzhou;;;;1.0;99470;20191020;;24654.0;;2021-04;2021-05;2021;2021.0
fzmb GmbH;PDC;70;;1.0;S5/S11;2020-12-01;2021-04-30;2021-04-30;;;Abt. Biotechnologie;;;;;;;150.0;Germany;Bad Langensalza;;;;;;2,12E+11;;25633.0;;2020-12;2021-04;2020;2021.0
McGill University;PDC;70;T1;2.0;S5/S11;2021-04-21;2021-07-14;2022-01-19;;;Genome Building / Rm6500;;;;;;;273.0;Canada;Montreal;;1.0;;;;P0939959;100605;26012.0;;2021-04;2022-01;2021;2022.0
ADC;PDC;80;T2;30.0;S3;2021-02-01;2021-02-28;2021-04-30;Part 2;February call off;;;;;;;;88.0;Ireland;Donegal;;;;;;4700765574-1417-IED;;25718;;2021-02;2021-04;2021;2021.0
GenMark Diagnostics Inc;PDC;80;T1;10.0;S5/S11;2021-04-22;2021-07-15;2021-07-08;Part 1;;;;;;;;;77.0;USA;Carlsbad;;1.0;;;;54613;100607;26019.0;;2021-04;2021-07;2021;2021.0
GenMark Diagnostics Inc;PDC;80;T1;5.0;S5/S11;2020-10-01;;2021-04-29;Part 2;URGENT;;;;;;;;210.0;USA;Carlsbad;;1.0;;;;20200929PDC;;25442.0;;2020-10;2021-04;2020;2021.0
Scienion Inc;PDC;80;T2;2.0;S5/S11;2021-04-22;;2021-06-16;Dummy-Kit sent @ 2021-05-20;;;1.0;;S3;;1;4;55.0;USA;Phoenix;;;;;;S3 Pheonix revised;100606;26013.0;;2021-04;2021-06;2021;2021.0
Scienion Inc;PDC;80;;2.0;S5/S11;2021-04-22;;2021-06-16;;;;1.0;;S3;;;4;55.0;USA;Phoenix;;;;;;S3 Pheonix revised;100606;26013.0;;2021-04;2021-06;2021;2021.0
ADC;PDC;80;T2;15.0;S3;2021-02-01;2021-02-28;2021-05-31;Part 2;FEB21 Call off;;;;;;;;119.0;UK;Witney;;;;;;0A84702;;25330;;2021-02;2021-05;2021;2021.0
Medtronic;PDC;80;T3;1.0;S5/S11;2020-07-02;;2020-08-05;;;;;;;;;;34.0;USA;Brooklyn Park;;1.0;;;;514817;;25215;;2020-07;2020-08;2020;2020.0
Qorvo Biotechnologies LLC;PDC;70;T4;4.0;S5/S11;2021-04-24;2021-07-17;2021-08-27;Part 1;;;;;;;;;125.0;USA;Plymouth;;1.0;;;;2414971;100610;26014;;2021-04;2021-08;2021;2021.0
Cube Dx;PDC;80;;2.0;S5/S11;2021-04-22;2021-07-15;2021-06-18;;;;1.0;Tango PCI;S3;;1;1;57.0;Austria;Valentin;;;;;;210422-PN-AT-01;;26016;;2021-04;2021-06;2021;2021.0
UCSF;PDC;60;;1.0;S5/S11;2021-04-27;2021-07-20;2021-12-07;;;BH 304A;;;;;;;224.0;USA;San Francisco;;1.0;;;;B002085821;100612;26020.0;;2021-04;2021-12;2021;2021.0
Pamgene International B.V.;PDC;70;;2.0;S5/S11;2021-04-26;2021-06-16;2021-06-22;;JUNE21 Call Off;;;;;;;;57.0;Netherlands;Hertogenbosch;;;;;;PO-MAN-000346 amended;;25976.0;;2021-04;2021-06;2021;2021.0
Pamgene International B.V.;PDC;70;;2.0;S5/S11;2021-04-26;2021-07-15;2021-07-23;;JULY21 Call Off;;;;;;;;88.0;Netherlands;Hertogenbosch;;;;;;PO-MAN-000346 amended;;25976.0;;2021-04;2021-07;2021;2021.0
Pamgene International B.V.;PDC;70;;2.0;S5/S11;2021-04-26;2021-08-16;2021-08-19;;AUGUST21 Call Off;;;;;;;;115.0;Netherlands;Hertogenbosch;;;;;;PO-MAN-000346 amended;;25976.0;;2021-04;2021-08;2021;2021.0
Pamgene International B.V.;PDC;70;;2.0;S5/S11;2021-04-26;2021-09-16;2021-09-21;;SEPTEMBER21 Call Off;;;;;;;;148.0;Netherlands;Hertogenbosch;;;;;;PO-MAN-000346 amended;;25976.0;;2021-04;2021-09;2021;2021.0
Pamgene International B.V.;PDC;70;;2.0;S5/S11;2021-04-26;2021-10-15;2021-10-22;;OCTOBER21 Call Off;;;;;;;;179.0;Netherlands;Hertogenbosch;;;;;;PO-MAN-000346 amended;;25976.0;;2021-04;2021-10;2021;2021.0
Pamgene International B.V.;PDC;70;;2.0;S5/S11;2021-04-26;2021-11-16;2021-12-08;;NOVEMBER21 Call Off;;;;;;;;226.0;Netherlands;Hertogenbosch;;;;;;PO-MAN-000346 amended;;25976.0;;2021-04;2021-12;2021;2021.0
Ulster University;PDC;80;;2.0;S5/S11;2021-04-28;2021-07-21;2021-09-23;;;;;;;;;;148.0;UK;Newtownabbey;;;;;;PO-068043;;25683;;2021-04;2021-09;2021;2021.0
Diarect AG;PDC;90;;2.0;S5/S11;2021-04-27;2021-07-20;2021-08-27;;;;;;;;;;122.0;Germany;Freigburg;;;;;;POS1290000131;;26024;;2021-04;2021-08;2021;2021.0
Cleverlab Co. Ltd;PDC;80;;1.0;S5/S11;2021-04-28;2021-07-21;2021-09-08;;;;;;;;;;133.0;Thailand;Bangkok;;;;;;CVL_PO13_28/4/2021;;26025.0;;2021-04;2021-09;2021;2021.0
Cleverlab Co. Ltd;PDC;Dummy;;3.0;S5/S11;2021-04-28;2021-07-21;2021-09-08;;;;;;;;;;133.0;Thailand;Bangkok;;;;;;CVL_PO13_28/4/2021;;26025.0;;2021-04;2021-09;2021;2021.0
Joanneum Research Forschungsgesellschaft;PDC;70;T1;2.0;S3;2021-04-21;2021-07-14;2021-09-21;;;;;;;;;;153.0;Austria;Weiz;;;;;;#458 (VAECGZCUE);;26026.0;;2021-04;2021-09;2021;2021.0
Randox Teoranta;PDC;80;;10.0;S5/S11;2021-04-29;2021-07-02;2021-07-02;Part 1;;;;;;;;;64.0;Ireland;Dungloe;;;;;;523491;;26055;;2021-04;2021-07;2021;2021.0
ADC;PDC;80;T2;65.0;S3;2021-03-01;2021-03-31;2021-05-07;Part 2;Call off MARCH;;;;;;;;67.0;UK;Witney;;;;;;0A84742;;25825;;2021-03;2021-05;2021;2021.0
QuantiScienitific  Llc;PDC;90;T2;1.0;S5/S11;2021-04-27;2021-07-22;2022-04-09;an INC ersetzen;Sent from SCN INC Stock;;;;;;;;347.0;USA;Orange;;1.0;;;;#460;100613;26043.0;;2021-04;2022-04;2021;2022.0
Medtronic;PDC;100;T4;1.0;S5/S11;2021-04-28;2021-07-21;2022-02-21;;;;;;;;;;299.0;USA;Brooklyn Park;;1.0;;;;4200402960;100615;26046;;2021-04;2022-02;2021;2022.0
Mobidiag Ltd (Hologic);PDC;80;T4;1.0;S5/S11;2021-05-05;;2021-05-10;118859 RECOND BACK;;;;;;;;;5.0;Finnland;Espoo;;;;1.0;118859;;;25745.0;;2021-05;2021-05;2021;2021.0
Mobidiag Ltd (Hologic);PDC;70;T1;1.0;S5/S11;2021-05-05;;2021-05-10;;;;;;;;;;5.0;Finnland;Espoo;;;;1.0;110539;;;25841.0;;2021-05;2021-05;2021;2021.0
Mobidiag Ltd (Hologic);PDC;70;T1;1.0;S5/S11;2021-05-05;;2021-05-10;;;;;;;;;;5.0;Finnland;Espoo;;;;1.0;108057;;;25841.0;;2021-05;2021-05;2021;2021.0
CellInk AB;PDC;70;T2;4.0;S5/S11;2021-04-27;2021-07-20;2021-06-04;;;;1.0;;S3;;1;4;38.0;Sweden;Göteborg;;;;;;PO3271;;26021.0;;2021-04;2021-06;2021;2021.0
MiDIAGNOSTICS;PDC;70;T3;1.0;S5/S11;2021-02-01;2021-06-11;2021-06-11;;;;;;;;;;130.0;Belgium;Heverlee;;;;;;#426;;25767.0;;2021-02;2021-06;2021;2021.0
J-BIO;PDC-C;CS;;1.0;S5/S11;2021-03-25;;2021-06-11;Dummy-Kit sent @ 2021-05-20;;Core Pharma;1.0;;CO F1.4;;1;1;78.0;South Korea;Suji-gu;;;;;;SC-030002;;25918.0;;2021-03;2021-06;2021;2021.0
J-BIO;PDC-C;CM;;1.0;S5/S11;2021-03-25;;2021-06-11;;;Core Pharma;1.0;;CO F1.4;;;1;78.0;South Korea;Suji-gu;;;;;;SC-030002;;25918.0;;2021-03;2021-06;2021;2021.0
Scienion GmbH;PDC;80;;2.0;S5/S11;2021-02-04;2021-04-29;2021-06-18;;Maschinen für Inc Lager;;1.0;;CO F1.4;;;2;134.0;USA;Tempe;;;;;;20200204cellenONE I;100545;25782.0;;2021-02;2021-06;2021;2021.0
Scienion GmbH;PDC-C;CM;;1.0;S5/S11;2021-02-04;2021-04-29;2021-06-18;;Maschinen für Inc Lager;;1.0;;CO F1.4;;;2;134.0;USA;Tempe;;;;;;20200204cellenONE I;100545;25782.0;;2021-02;2021-06;2021;2021.0
Scienion GmbH;PDC-C;CM;;1.0;S5/S11;2021-02-04;2021-04-29;2021-06-18;;Maschinen für Inc Lager;;1.0;;CO F1.4;;;2;134.0;USA;Tempe;;;;;;20200204cellenONE II;100545;25783.0;;2021-02;2021-06;2021;2021.0
AstraZeneca UK Ltd;PDC-C;CL;;1.0;S5/S11;2021-05-06;2021-05-28;2021-05-28;;;;;;;;;;22.0;UK;Macclesfield;;;;;;#462 (NICSPLVEE);;26029.0;;2021-05;2021-05;2021;2021.0
Microvisk Technologies Ltd;PDC;70;T4;2.0;S5/S11;2021-04-29;2021-07-22;2021-09-30;;;;;;;;;;154.0;UK;Worminghall;;;;;;2100226;;26031.0;;2021-04;2021-09;2021;2021.0
Queen Mary University of London (QMUL);PDC-C;CL;T3;1.0;S5/S11;2021-04-30;2021-07-23;2021-09-03;;;;;;;;;;126.0;UK;London;;;;;;9715509;;26034.0;;2021-04;2021-09;2021;2021.0
