;customer_id;product_family;size_new;coating_new;nozzle;price_of_nozzle;amount;machine_type;price_of_machine;date_order;date_delivery_is;delivery_time;locality_country;locality_city;replacement_delivery;sales_revenue
1222;107;P1;50;B4;P1_50_B4;800;1.0;none;0;2021-04-26;2021-07-14;79.0;USA;Bend;0.0;800.0
1223;193;P1;20;B2;P1_20_B2;750;2.0;none;0;2021-01-26;2021-05-17;111.0;Ireland;Dublin;0.0;1500.0
1224;237;P2;C1;B0;P2_C1_B0;700;1.0;M7;55000;2021-05-13;2022-05-19;371.0;USA;Phoenix;0.0;55700.0
1225;237;P2;C2;B0;P2_C2_B0;700;1.0;M7;55000;2021-05-13;2022-05-19;371.0;USA;Phoenix;0.0;55700.0
1226;237;P1;30;B0;P1_30_B0;750;2.0;M7;55000;2021-05-13;2022-05-19;371.0;USA;Phoenix;0.0;56500.0
1227;313;P1;30;B3;P1_30_B3;750;1.0;none;0;2021-05-07;2021-06-18;42.0;China;Guangzhou;0.0;750.0
1228;2;P1;30;B2;P1_30_B2;750;1.0;none;0;2021-05-12;2021-05-26;14.0;Ireland;Donegal;1.0;750.0
1229;2;P1;30;B2;P1_30_B2;750;1.0;none;0;2021-05-12;2021-05-26;14.0;Ireland;Donegal;1.0;750.0
1230;2;P1;30;B2;P1_30_B2;750;1.0;none;0;2021-05-12;2021-05-26;14.0;Ireland;Donegal;1.0;750.0
1231;2;P1;30;B2;P1_30_B2;750;1.0;none;0;2021-05-12;2021-05-26;14.0;Ireland;Donegal;1.0;750.0
1232;2;P1;30;B2;P1_30_B2;750;1.0;none;0;2021-05-12;2021-05-26;14.0;Ireland;Donegal;1.0;750.0
1233;2;P1;30;B2;P1_30_B2;750;1.0;none;0;2021-05-12;2021-05-26;14.0;Ireland;Donegal;1.0;750.0
1234;2;P1;30;B2;P1_30_B2;750;1.0;none;0;2021-05-12;2021-05-26;14.0;Ireland;Donegal;1.0;750.0
1235;2;P1;30;B2;P1_30_B2;750;1.0;none;0;2021-05-12;2021-05-26;14.0;UK;Witney;1.0;750.0
1236;2;P1;30;B2;P1_30_B2;750;1.0;none;0;2021-05-12;2021-05-26;14.0;UK;Witney;1.0;750.0
1237;220;P1;30;B0;P1_30_B0;750;10.0;none;0;2021-03-26;2021-05-25;60.0;Ireland;Dungloe;0.0;7500.0
1238;2;P1;50;B3;P1_50_B3;750;5.0;none;0;2021-05-14;2021-10-06;145.0;USA;Alameda;0.0;3750.0
1239;304;P2;C1;B0;P2_C1_B0;700;1.0;M7;55000;2021-05-17;2021-06-11;25.0;China;Shanghai;0.0;55700.0
1240;304;P2;C2;B0;P2_C2_B0;700;1.0;M7;55000;2021-05-17;2021-06-11;25.0;China;Shanghai;0.0;55700.0
1241;304;P2;C3;B0;P2_C3_B0;700;1.0;M7;55000;2021-05-17;2021-06-11;25.0;China;Shanghai;0.0;55700.0
1242;116;P1;20;B2;P1_20_B2;750;2.0;none;0;2021-05-17;2021-11-16;183.0;Spain;Madrid;0.0;1500.0
1243;313;P1;30;B4;P1_30_B4;800;1.0;none;0;2021-05-17;2021-10-06;142.0;China;Guangzhou;0.0;800.0
1244;32;P2;C2;B0;P2_C2_B0;700;1.0;none;0;2021-05-12;2022-06-02;386.0;USA;Provo;0.0;700.0
1245;32;P2;C3;B0;P2_C3_B0;700;1.0;none;0;2021-05-12;2022-06-02;386.0;USA;Provo;0.0;700.0
1246;203;P1;10;B4;P1_10_B4;850;3.0;none;0;2021-05-18;2022-01-28;255.0;Sweden;Uppsala;0.0;2550.0
1247;72;P1;20;B1;P1_20_B1;750;1.0;none;0;2021-05-18;2021-12-16;212.0;France;Labege;0.0;750.0
1248;259;P2;C2;B0;P2_C2_B0;700;2.0;none;0;2021-05-19;2022-06-02;379.0;USA;San Diego;0.0;1400.0
1249;237;P1;20;B1;P1_20_B1;750;9.0;M3;100000;2021-05-13;2022-04-06;328.0;USA;Phoenix;0.0;106750.0
1250;237;P1;20;B2;P1_20_B2;750;18.0;M3;100000;2021-05-13;2022-04-09;331.0;USA;Phoenix;0.0;113500.0
1251;117;P1;20;B1;P1_20_B1;750;1.0;none;0;2021-05-20;2021-08-23;95.0;Spain;Castelldefels;0.0;750.0
1252;117;P1;20;B3;P1_20_B3;750;1.0;none;0;2021-05-20;2021-08-23;95.0;Spain;Castelldefels;0.0;750.0
1253;201;P1;20;B0;P1_20_B0;750;2.0;none;0;2021-05-19;2021-05-21;2.0;Netherlands;Hertogenbosch;1.0;1500.0
1254;220;P1;30;B0;P1_30_B0;750;1.0;none;0;2021-05-20;2021-05-26;6.0;Ireland;Dungloe;1.0;750.0
1255;133;P1;40;B4;P1_40_B4;800;1.0;none;0;2021-05-21;2021-05-26;5.0;France;Loos;1.0;800.0
1256;2;P1;30;B2;P1_30_B2;750;59.0;none;0;2021-03-01;2021-06-04;95.0;Ireland;Donegal;0.0;44250.0
1257;166;P1;20;B1;P1_20_B1;750;2.0;none;0;2021-05-20;2021-12-07;201.0;USA;New York;0.0;1500.0
1258;166;P1;20;B4;P1_20_B4;800;2.0;none;0;2021-05-20;2021-12-29;223.0;USA;New York;0.0;1600.0
1259;166;P2;C2;B0;P2_C2_B0;700;3.0;none;0;2021-05-20;2021-12-20;214.0;USA;New York;0.0;2100.0
1260;267;P1;30;B2;P1_30_B2;750;2.0;none;0;2021-05-21;2021-09-17;119.0;UK;Edinburgh;0.0;1500.0
1261;75;P1;10;B3;P1_10_B3;750;1.0;none;0;2021-05-14;2021-10-05;144.0;USA;Durham;0.0;750.0
1262;75;P1;20;B3;P1_20_B3;750;2.0;none;0;2021-05-14;2021-10-05;144.0;USA;Durham;0.0;1500.0
1263;75;P3;N1;B2;P3_N1_B2;700;1.0;none;0;2021-05-14;2021-10-26;165.0;USA;Durham;0.0;700.0
1264;2;P1;30;B2;P1_30_B2;750;1.0;none;0;2021-05-26;2021-05-26;0.0;Ireland;Donegal;1.0;750.0
1265;2;P1;30;B2;P1_30_B2;750;1.0;none;0;2021-05-26;2021-05-26;0.0;Ireland;Donegal;1.0;750.0
1266;260;P1;10;B0;P1_10_B0;750;2.0;none;0;2021-05-13;2021-09-01;111.0;USA;San Francisco;0.0;1500.0
1267;233;P1;40;B2;P1_40_B2;750;4.0;none;0;2021-05-21;2021-08-26;97.0;USA;Northvale;0.0;3000.0
1268;100;P1;30;B1;P1_30_B1;750;1.0;none;0;2021-05-26;2021-05-26;0.0;USA;Carlsbad;1.0;750.0
1269;270;P1;20;B1;P1_20_B1;750;8.0;none;0;2021-05-17;2021-10-13;149.0;UK;Nottingham;0.0;6000.0
1270;270;P1;20;B2;P1_20_B2;750;2.0;none;0;2021-05-17;2021-09-17;123.0;UK;Nottingham;0.0;1500.0
1271;2;P1;30;B2;P1_30_B2;750;1.0;none;0;2021-05-12;2021-05-26;14.0;Ireland;Donegal;1.0;750.0
1272;2;P1;30;B2;P1_30_B2;750;1.0;none;0;2021-05-12;2021-05-26;14.0;Ireland;Donegal;1.0;750.0
1273;2;P1;30;B2;P1_30_B2;750;1.0;none;0;2021-05-12;2021-05-26;14.0;Ireland;Donegal;1.0;750.0
1274;2;P1;30;B2;P1_30_B2;750;1.0;none;0;2021-05-12;2021-05-26;14.0;Ireland;Donegal;1.0;750.0
1275;2;P1;30;B2;P1_30_B2;750;1.0;none;0;2021-05-12;2021-05-26;14.0;Ireland;Donegal;1.0;750.0
1276;2;P1;30;B2;P1_30_B2;750;1.0;none;0;2021-05-12;2021-05-26;14.0;Ireland;Donegal;1.0;750.0
1277;2;P1;30;B2;P1_30_B2;750;1.0;none;0;2021-05-12;2021-05-26;14.0;Ireland;Donegal;1.0;750.0
1278;157;P1;40;B3;P1_40_B3;750;1.0;M1;40000;2021-05-25;2021-06-18;24.0;Spain;Valencia;0.0;40750.0
1279;157;P1;50;B3;P1_50_B3;750;1.0;M1;40000;2021-05-25;2021-06-18;24.0;Spain;Valencia;0.0;40750.0
1280;212;P1;20;B2;P1_20_B2;750;1.0;none;0;2021-05-21;2021-08-25;96.0;UK;Belfast;0.0;750.0
1281;272;P1;30;B0;P1_30_B0;750;10.0;none;0;2021-05-27;2021-07-27;61.0;UK;Portsmouth;0.0;7500.0
1282;237;P1;30;B1;P1_30_B1;750;10.0;none;0;2021-05-18;2022-05-16;363.0;USA;Phoenix;0.0;7500.0
1283;177;P1;20;B4;P1_20_B4;800;1.0;none;0;2021-05-07;2021-07-02;56.0;Belgium;Heverlee;0.0;800.0
1284;177;P1;50;B4;P1_50_B4;800;1.0;none;0;2021-05-07;2021-07-02;56.0;Belgium;Heverlee;0.0;800.0
1285;177;P1;20;B4;P1_20_B4;800;1.0;none;0;2021-08-01;2021-10-12;72.0;Belgium;Heverlee;0.0;800.0
1286;177;P1;50;B4;P1_50_B4;800;1.0;none;0;2021-08-01;2021-10-12;72.0;Belgium;Heverlee;0.0;800.0
1287;177;P1;20;B4;P1_20_B4;800;1.0;none;0;2021-10-01;2021-11-08;38.0;Belgium;Heverlee;0.0;800.0
1288;177;P1;50;B4;P1_50_B4;800;1.0;none;0;2021-10-01;2021-11-08;38.0;Belgium;Heverlee;0.0;800.0
1289;177;P1;20;B4;P1_20_B4;800;1.0;none;0;2021-12-01;2021-12-17;16.0;Belgium;Heverlee;0.0;800.0
1290;177;P1;50;B4;P1_50_B4;800;1.0;none;0;2021-12-01;2022-02-17;78.0;Belgium;Heverlee;0.0;800.0
1291;237;P2;C1;B0;P2_C1_B0;700;4.0;none;0;2021-05-26;2022-02-11;261.0;USA;Phoenix;0.0;2800.0
1292;237;P2;C2;B0;P2_C2_B0;700;4.0;none;0;2021-05-26;2022-05-17;356.0;USA;Phoenix;0.0;2800.0
1293;237;P2;C3;B0;P2_C3_B0;700;4.0;none;0;2021-05-26;2022-02-11;261.0;USA;Phoenix;0.0;2800.0
1294;237;P3;N1;B2;P3_N1_B2;700;4.0;none;0;2021-05-26;2022-01-05;224.0;USA;Phoenix;0.0;2800.0
1295;237;P3;N2;B2;P3_N2_B2;700;4.0;none;0;2021-05-26;2022-01-05;224.0;USA;Phoenix;0.0;2800.0
1296;237;P3;N3;B2;P3_N3_B2;700;4.0;none;0;2021-05-26;2022-01-05;224.0;USA;Phoenix;0.0;2800.0
1297;197;P1;X1;B0;P1_X1_B0;50;4.0;none;0;2021-05-28;2021-09-03;98.0;South Korea;Seoul;0.0;200.0
1298;2;P1;30;B2;P1_30_B2;750;45.0;none;0;2021-04-01;2021-05-31;60.0;UK;Witney;0.0;33750.0
1299;58;P2;C1;B0;P2_C1_B0;700;1.0;none;0;2021-04-14;2021-05-28;44.0;France;Lyon;0.0;700.0
1300;58;P2;C2;B0;P2_C2_B0;700;3.0;none;0;2021-04-14;2021-05-28;44.0;France;Lyon;0.0;2100.0
1301;58;P2;C3;B0;P2_C3_B0;700;1.0;none;0;2021-04-14;2021-05-28;44.0;France;Lyon;0.0;700.0
1302;2;P1;30;B2;P1_30_B2;750;33.0;none;0;2021-05-01;2021-07-05;65.0;UK;Witney;0.0;24750.0
1303;237;P1;X2;B0;P1_X2_B0;50;30.0;none;0;2021-05-27;2021-08-04;69.0;USA;Phoenix;0.0;1500.0
1304;155;P1;10;B2;P1_10_B2;750;4.0;M8;60000;2021-05-27;2022-05-13;351.0;USA;Berkeley;0.0;63000.0
1305;155;P1;10;B4;P1_10_B4;850;2.0;M8;60000;2021-05-27;2021-09-09;105.0;USA;Berkeley;0.0;61700.0
1306;155;P1;10;B0;P1_10_B0;750;2.0;M8;60000;2021-05-27;2021-12-07;194.0;USA;Berkeley;0.0;61500.0
1307;185;P1;40;B4;P1_40_B4;800;2.0;none;0;2021-05-24;2021-09-20;119.0;USA;New York;0.0;1600.0
1308;169;P1;20;B1;P1_20_B1;750;8.0;M1;40000;2021-04-21;2021-10-22;184.0;USA;Brisbane;0.0;46000.0
1309;169;P1;20;B0;P1_20_B0;750;4.0;M1;40000;2021-04-21;2021-11-03;196.0;USA;Brisbane;0.0;43000.0
1310;169;P3;N1;B2;P3_N1_B2;700;3.0;M1;40000;2021-04-21;2021-08-30;131.0;USA;Brisbane;0.0;42100.0
1311;169;P3;N2;B2;P3_N2_B2;700;3.0;M1;40000;2021-04-21;2021-08-30;131.0;USA;Brisbane;0.0;42100.0
1312;72;P1;20;B1;P1_20_B1;750;1.0;none;0;2021-05-27;2021-12-16;203.0;France;Labege;0.0;750.0
1313;302;P1;30;B0;P1_30_B0;750;4.0;none;0;2021-04-26;2021-10-21;178.0;Germany;Planegg;0.0;3000.0
1314;302;P1;30;B2;P1_30_B2;750;4.0;none;0;2021-04-26;2021-08-27;123.0;Germany;Planegg;0.0;3000.0
1315;302;P1;30;B3;P1_30_B3;750;4.0;none;0;2021-04-26;2021-10-08;165.0;Germany;Planegg;0.0;3000.0
1316;243;P1;30;B3;P1_30_B3;750;2.0;none;0;2021-05-25;2021-07-30;66.0;Netherlands;Eindhoven;0.0;1500.0
1317;243;P1;30;B3;P1_30_B3;750;2.0;none;0;2021-08-01;2021-09-10;40.0;Netherlands;Eindhoven;0.0;1500.0
1318;243;P1;30;B3;P1_30_B3;750;2.0;none;0;2021-09-01;2021-09-23;22.0;Netherlands;Eindhoven;0.0;1500.0
1319;243;P1;30;B3;P1_30_B3;750;2.0;none;0;2021-10-01;2021-10-29;28.0;Netherlands;Eindhoven;0.0;1500.0
1320;243;P1;30;B3;P1_30_B3;750;2.0;none;0;2021-11-01;2021-12-06;35.0;Netherlands;Eindhoven;0.0;1500.0
1321;243;P1;30;B3;P1_30_B3;750;2.0;none;0;2021-12-01;2021-12-06;5.0;Netherlands;Eindhoven;0.0;1500.0
1322;2;P1;30;B2;P1_30_B2;750;10.0;none;0;2021-04-01;2021-06-08;68.0;Ireland;Donegal;0.0;7500.0
1323;2;P1;30;B2;P1_30_B2;750;27.0;none;0;2021-04-01;2021-06-25;85.0;Ireland;Donegal;0.0;20250.0
1324;2;P1;30;B2;P1_30_B2;750;10.0;none;0;2021-04-01;2021-07-05;95.0;Ireland;Donegal;0.0;7500.0
1325;275;P1;10;B1;P1_10_B1;750;2.0;none;0;2021-06-02;2021-10-15;135.0;USA;Stanford;0.0;1500.0
1326;275;P1;20;B1;P1_20_B1;750;2.0;none;0;2021-06-02;2021-10-15;135.0;USA;Stanford;0.0;1500.0
1327;248;P1;20;B4;P1_20_B4;800;3.0;none;0;2021-06-02;2021-09-22;112.0;USA;Redwood City;0.0;2400.0
1328;248;P1;20;B2;P1_20_B2;750;3.0;none;0;2021-06-02;2021-09-10;100.0;USA;Redwood City;0.0;2250.0
1329;304;P2;C1;B0;P2_C1_B0;700;1.0;M7;55000;2021-06-01;2021-06-25;24.0;China;Shanghai;0.0;55700.0
1330;304;P2;C2;B0;P2_C2_B0;700;1.0;M7;55000;2021-06-01;2021-06-25;24.0;China;Shanghai;0.0;55700.0
1331;304;P2;C3;B0;P2_C3_B0;700;1.0;M7;55000;2021-06-01;2021-06-25;24.0;China;Shanghai;0.0;55700.0
1332;260;P1;50;B0;P1_50_B0;750;1.0;none;0;2021-06-03;2021-09-01;90.0;USA;San Francisco;0.0;750.0
1333;237;P1;X2;B0;P1_X2_B0;50;20.0;none;0;2021-06-03;2021-12-22;202.0;USA;Phoenix;0.0;1000.0
1334;218;P1;20;B4;P1_20_B4;800;1.0;none;0;2021-06-04;2021-10-06;124.0;Netherlands;Bilthoven;0.0;800.0
1335;218;P1;40;B4;P1_40_B4;800;1.0;none;0;2021-06-04;2021-10-06;124.0;Netherlands;Bilthoven;0.0;800.0
1336;100;P1;30;B1;P1_30_B1;750;10.0;none;0;2021-02-12;2021-06-11;119.0;USA;Carlsbad;0.0;7500.0
1337;296;P2;C2;B0;P2_C2_B0;700;4.0;M7;55000;2020-12-28;2021-06-25;179.0;Netherlands;Utrecht;0.0;57800.0
1338;193;P1;20;B1;P1_20_B1;750;3.0;none;0;2021-05-28;2021-06-23;26.0;Ireland;Dublin;0.0;2250.0
1339;193;P1;20;B1;P1_20_B1;750;1.0;none;0;2021-07-01;2022-01-19;202.0;Ireland;Dublin;0.0;750.0
1340;193;P1;20;B1;P1_20_B1;750;6.0;none;0;2021-08-01;2022-02-10;193.0;Ireland;Dublin;0.0;4500.0
1341;131;P1;00;B1;P1_00_B1;900;2.0;none;0;2021-06-07;2021-09-14;99.0;USA;Sunnyvale;0.0;1800.0
1342;257;P2;C2;B0;P2_C2_B0;700;2.0;none;0;2021-06-07;2022-06-02;360.0;USA;Berkeley;0.0;1400.0
1343;317;P1;40;B0;P1_40_B0;750;4.0;none;0;2021-06-08;2021-09-27;111.0;Spain;San Sebastian;0.0;3000.0
1344;100;P1;30;B1;P1_30_B1;750;10.0;none;0;2021-06-09;2021-07-30;51.0;USA;Carlsbad;0.0;7500.0
1345;100;P1;30;B1;P1_30_B1;750;5.0;none;0;2021-02-12;2021-06-18;126.0;USA;Carlsbad;0.0;3750.0
1346;285;P1;30;B1;P1_30_B1;750;3.0;none;0;2021-06-10;2022-05-14;338.0;USA;Irvine;0.0;2250.0
1347;238;P1;20;B1;P1_20_B1;750;2.0;none;0;2021-06-08;2021-09-07;91.0;UK;Chichester;0.0;1500.0
1348;238;P1;20;B2;P1_20_B2;750;2.0;none;0;2021-06-08;2021-08-26;79.0;UK;Chichester;0.0;1500.0
1349;238;P2;C1;B0;P2_C1_B0;700;3.0;none;0;2021-06-08;2021-08-26;79.0;UK;Chichester;0.0;2100.0
1350;238;P2;C2;B0;P2_C2_B0;700;3.0;none;0;2021-06-08;2021-08-26;79.0;UK;Chichester;0.0;2100.0
1351;238;P2;C3;B0;P2_C3_B0;700;3.0;none;0;2021-06-08;2021-10-08;122.0;UK;Chichester;0.0;2100.0
1352;295;P2;C1;B0;P2_C1_B0;700;1.0;none;0;2021-06-07;2021-10-20;135.0;France;Rennes Cedex;0.0;700.0
1353;295;P2;C3;B3;P2_C3_B3;750;1.0;none;0;2021-06-07;2021-10-20;135.0;France;Rennes Cedex;0.0;750.0
1354;224;P1;10;B3;P1_10_B3;750;1.0;none;0;2021-06-09;2021-10-08;121.0;USA;Houston;0.0;750.0
1355;174;P1;10;B4;P1_10_B4;850;2.0;none;0;2021-06-10;2021-10-13;125.0;Austria;Vienna;0.0;1700.0
1356;260;P1;20;B0;P1_20_B0;750;1.0;none;0;2021-06-09;2022-05-25;350.0;USA;San Francisco;0.0;750.0
1357;220;P1;30;B0;P1_30_B0;750;10.0;none;0;2021-06-10;2021-07-29;49.0;Ireland;Dungloe;0.0;7500.0
1358;260;P1;10;B2;P1_10_B2;750;1.0;none;0;2021-06-10;2022-05-10;334.0;USA;San Francisco;0.0;750.0
1359;99;P1;30;B3;P1_30_B3;750;1.0;none;0;2021-06-10;2021-10-06;118.0;Germany;Straussberg;0.0;750.0
1360;2;P1;30;B2;P1_30_B2;750;30.0;none;0;2021-06-01;2021-07-29;58.0;UK;Witney;0.0;22500.0
1361;2;P1;30;B2;P1_30_B2;750;35.0;none;0;2021-06-01;2021-08-06;66.0;UK;Witney;0.0;26250.0
1362;2;P1;30;B2;P1_30_B2;750;10.0;none;0;2021-05-01;2021-07-22;82.0;Ireland;Donegal;0.0;7500.0
1363;2;P1;30;B2;P1_30_B2;750;30.0;none;0;2021-05-01;2021-08-04;95.0;Ireland;Donegal;0.0;22500.0
1364;59;P1;20;B0;P1_20_B0;750;2.0;none;0;2021-06-11;2021-10-18;129.0;Japan;Tokyo;0.0;1500.0
1365;72;P1;20;B1;P1_20_B1;750;3.0;none;0;2021-06-10;2021-12-16;189.0;France;Labege;0.0;2250.0
1366;40;P1;10;B1;P1_10_B1;750;11.0;none;0;2021-06-10;2021-07-02;22.0;Germany;Hannover;0.0;8250.0
1367;2;P1;10;B3;P1_10_B3;750;3.0;none;0;2021-06-11;2021-12-15;187.0;USA;Alameda;0.0;2250.0
1368;100;P1;30;B1;P1_30_B1;750;1.0;none;0;2021-06-15;2021-06-22;7.0;USA;Carlsbad;1.0;750.0
1369;100;P1;30;B1;P1_30_B1;750;1.0;none;0;2021-06-15;2021-06-22;7.0;USA;Carlsbad;1.0;750.0
1370;100;P1;30;B1;P1_30_B1;750;1.0;none;0;2021-06-15;2021-06-22;7.0;USA;Carlsbad;1.0;750.0
1371;100;P1;30;B1;P1_30_B1;750;1.0;none;0;2021-06-15;2021-06-22;7.0;USA;Carlsbad;1.0;750.0
1372;100;P1;30;B1;P1_30_B1;750;1.0;none;0;2021-06-15;2021-06-22;7.0;USA;Carlsbad;1.0;750.0
1373;100;P1;30;B1;P1_30_B1;750;1.0;none;0;2021-06-15;2021-06-22;7.0;USA;Carlsbad;1.0;750.0
1374;100;P1;30;B1;P1_30_B1;750;1.0;none;0;2021-06-15;2021-06-22;7.0;USA;Carlsbad;1.0;750.0
1375;100;P1;30;B1;P1_30_B1;750;1.0;none;0;2021-06-15;2021-06-22;7.0;USA;Carlsbad;1.0;750.0
1376;100;P1;30;B1;P1_30_B1;750;1.0;none;0;2021-06-15;2021-06-22;7.0;USA;Carlsbad;1.0;750.0
1377;100;P1;30;B1;P1_30_B1;750;1.0;none;0;2021-06-15;2021-06-22;7.0;USA;Carlsbad;1.0;750.0
1378;216;P1;30;B4;P1_30_B4;800;5.0;none;0;2021-06-11;2021-10-06;117.0;Germany;Darmstadt;0.0;4000.0
1379;281;P2;C3;B0;P2_C3_B0;700;1.0;none;0;2021-06-14;2021-12-10;179.0;Germany;Aachen;0.0;700.0
1380;281;P2;C2;B0;P2_C2_B0;700;1.0;none;0;2021-06-14;2021-12-10;179.0;Germany;Aachen;0.0;700.0
1381;305;P1;20;B2;P1_20_B2;750;1.0;none;0;2021-06-15;2021-06-23;8.0;Switzerland;Sion;1.0;750.0
1382;178;P1;30;B1;P1_30_B1;750;1.0;none;0;2021-06-11;2021-10-15;126.0;Netherlands;Enschede;0.0;750.0
1383;178;P1;30;B2;P1_30_B2;750;1.0;none;0;2021-06-11;2021-10-15;126.0;Netherlands;Enschede;0.0;750.0
1384;59;P1;20;B0;P1_20_B0;750;2.0;none;0;2021-06-16;2021-11-23;160.0;Japan;Tokyo;0.0;1500.0
1385;232;P1;20;B0;P1_20_B0;750;6.0;none;0;2021-06-15;2021-11-03;141.0;Canada;Toronto;0.0;4500.0
1386;232;P1;40;B2;P1_40_B2;750;6.0;none;0;2021-06-15;2021-10-25;132.0;Canada;Toronto;0.0;4500.0
1387;2;P1;30;B2;P1_30_B2;750;40.0;none;0;2021-04-01;2021-06-16;76.0;UK;Witney;0.0;30000.0
1388;2;P1;30;B2;P1_30_B2;750;7.0;none;0;2021-05-01;2021-07-22;82.0;UK;Witney;0.0;5250.0
1389;7;P1;30;B4;P1_30_B4;800;1.0;none;0;2021-06-16;2021-10-15;121.0;France;Villeurbanne;0.0;800.0
1390;313;P1;20;B4;P1_20_B4;800;2.0;M1;40000;2021-05-26;2021-08-23;89.0;China;Guangzhou;0.0;41600.0
1391;134;P1;20;B4;P1_20_B4;800;4.0;none;0;2021-06-16;2021-12-21;188.0;UK;Dingwall;0.0;3200.0
1392;194;P1;40;B1;P1_40_B1;750;3.0;none;0;2021-06-18;2021-09-17;91.0;South Korea;Seongnam-si (Gyeonggi-do);0.0;2250.0
1393;2;P1;30;B2;P1_30_B2;750;10.0;none;0;2021-06-17;2021-10-12;117.0;Ireland;Donegal;0.0;7500.0
1394;2;P1;30;B2;P1_30_B2;750;10.0;none;0;2021-09-01;2021-11-04;64.0;Ireland;Donegal;0.0;7500.0
1395;2;P1;30;B2;P1_30_B2;750;10.0;none;0;2021-10-01;2021-11-16;46.0;Ireland;Donegal;0.0;7500.0
1396;2;P1;30;B2;P1_30_B2;750;5.0;none;0;2021-12-01;2022-02-28;89.0;Ireland;Donegal;0.0;3750.0
1397;100;P1;30;B1;P1_30_B1;750;5.0;none;0;2021-04-09;2021-07-01;83.0;USA;Carlsbad;0.0;3750.0
1398;140;P1;30;B1;P1_30_B1;750;6.0;none;0;2021-02-08;2021-08-10;183.0;USA;San Francisco;0.0;4500.0
1399;210;P2;C2;B0;P2_C2_B0;700;1.0;none;0;2021-06-18;2021-10-21;125.0;Japan;Tokyo;0.0;700.0
1400;204;P1;20;B4;P1_20_B4;800;10.0;M4;1000000;2021-06-18;2021-11-09;144.0;USA;New Richmond;0.0;1008000.0
1401;85;P2;C2;B0;P2_C2_B0;700;4.0;M7;55000;2021-06-18;2021-10-29;133.0;USA;Indianapolis;0.0;57800.0
1402;201;P1;20;B0;P1_20_B0;750;1.0;none;0;2021-06-22;2021-06-22;0.0;Netherlands;Hertogenbosch;1.0;750.0
1403;292;P1;20;B2;P1_20_B2;750;2.0;none;0;2021-06-17;2021-09-27;102.0;Germany;Mainz;0.0;1500.0
1404;253;P1;10;B1;P1_10_B1;750;5.0;none;0;2021-06-22;2022-01-12;204.0;Czech Republic;Brno-Kralove Pole;0.0;3750.0
1405;2;P1;30;B2;P1_30_B2;750;1.0;none;0;2021-06-23;2021-07-01;8.0;UK;Witney;1.0;750.0
1406;2;P1;30;B2;P1_30_B2;750;1.0;none;0;2021-06-23;2021-07-01;8.0;UK;Witney;1.0;750.0
1407;2;P1;30;B2;P1_30_B2;750;1.0;none;0;2021-06-23;2021-07-01;8.0;UK;Witney;1.0;750.0
1408;2;P1;30;B2;P1_30_B2;750;1.0;none;0;2021-06-23;2021-07-01;8.0;UK;Witney;1.0;750.0
1409;2;P1;30;B2;P1_30_B2;750;1.0;none;0;2021-06-23;2021-07-01;8.0;UK;Witney;1.0;750.0
1410;2;P1;30;B2;P1_30_B2;750;1.0;none;0;2021-06-23;2021-07-01;8.0;UK;Witney;1.0;750.0
1411;2;P1;30;B2;P1_30_B2;750;1.0;none;0;2021-06-23;2021-07-01;8.0;UK;Witney;1.0;750.0
1412;2;P1;30;B2;P1_30_B2;750;1.0;none;0;2021-06-23;2021-07-01;8.0;UK;Witney;1.0;750.0
1413;130;P1;20;B2;P1_20_B2;750;2.0;none;0;2021-06-22;2022-01-07;199.0;USA;Boulder;0.0;1500.0
1414;182;P1;20;B1;P1_20_B1;750;1.0;none;0;2021-06-22;2021-06-23;1.0;Finnland;Espoo;1.0;750.0
1415;182;P1;20;B1;P1_20_B1;750;1.0;none;0;2021-06-22;2021-06-23;1.0;Finnland;Espoo;1.0;750.0
1416;149;P2;C1;B0;P2_C1_B0;700;1.0;M7;55000;2021-03-15;2021-06-25;102.0;South Korea;Seoul;0.0;55700.0
1417;149;P2;C2;B0;P2_C2_B0;700;1.0;none;0;2021-03-15;2021-06-25;102.0;South Korea;Seoul;0.0;700.0
1418;177;P1;20;B2;P1_20_B2;750;4.0;M3;100000;2021-06-22;2021-08-12;51.0;Belgium;Heverlee;0.0;103000.0
1419;237;P2;C1;B0;P2_C1_B0;700;1.0;M7;55000;2021-05-13;2022-05-19;371.0;USA;Phoenix;0.0;55700.0
1420;237;P2;C2;B0;P2_C2_B0;700;1.0;M7;55000;2021-05-13;2022-05-19;371.0;USA;Phoenix;0.0;55700.0
1421;237;P1;30;B0;P1_30_B0;750;2.0;M7;55000;2021-05-13;2022-05-19;371.0;USA;Phoenix;0.0;56500.0
1422;2;P1;30;B2;P1_30_B2;750;1.0;none;0;2021-06-23;2021-07-01;8.0;UK;Witney;1.0;750.0
1423;2;P1;30;B2;P1_30_B2;750;1.0;none;0;2021-06-23;2021-07-01;8.0;UK;Witney;1.0;750.0
1424;2;P1;30;B2;P1_30_B2;750;1.0;none;0;2021-06-23;2021-07-01;8.0;UK;Witney;1.0;750.0
1425;2;P1;30;B2;P1_30_B2;750;1.0;none;0;2021-06-23;2021-07-01;8.0;UK;Witney;1.0;750.0
1426;2;P1;30;B2;P1_30_B2;750;1.0;none;0;2021-06-24;2021-07-01;7.0;Ireland;Donegal;1.0;750.0
